event_id,event_time,journey_id,journey_step,action,user_id,user_tier,device_platform,app_version,network_type,city,search_lat,search_lon,search_radius_km,filter_connector,filter_fast_only,results_returned,nearest_site_id,nearest_distance_km,selected_site_id,site_category,available_bays,total_bays,price_per_kwh,estimated_wait_min,vehicle_soc_pct,range_left_km,reservation_id,reservation_window_min,converted_to_charge,response_time_ms,day_part,is_weekend,is_anomaly
APP_0017025,2026-08-03 01:30:45,JNY_177490538,2,VIEW_STATION,USR_33544,FREE,IOS,4.1.6,4G,Mumbai,19.1157,72.886,3.0,TYPE2_AC,FALSE,2,STN_MUM_02,0.7,STN_MUM_02,RESIDENTIAL,4,4,12.0,0,39.6,164.5,NONE,0,FALSE,524,NIGHT,FALSE,FALSE
APP_0017026,2026-08-03 01:32:02,JNY_177490538,3,NAVIGATE,USR_33544,FREE,IOS,4.1.6,4G,Mumbai,19.1183,72.8798,3.0,TYPE2_AC,FALSE,2,STN_MUM_02,0.7,STN_MUM_02,RESIDENTIAL,4,4,12.0,0,39.6,164.5,NONE,0,FALSE,80,NIGHT,FALSE,FALSE
APP_0017027,2026-08-03 01:42:02,JNY_177490538,4,ABANDON,USR_33544,FREE,IOS,4.1.6,4G,Mumbai,19.1365,72.8728,3.0,TYPE2_AC,FALSE,2,STN_MUM_02,0.7,STN_MUM_02,RESIDENTIAL,4,4,12.0,0,39.6,164.5,NONE,0,FALSE,169,NIGHT,FALSE,TRUE
APP_0020026,2026-08-03 01:52:00,JNY_589068017,1,SEARCH,USR_38133,SUBSCRIBER,ANDROID,4.1.6,5G,Mumbai,19.0355,72.8993,3.0,CCS2,TRUE,2,STN_MUM_01,1.0,NONE,NONE,5,5,20.0,0,33.3,103.2,NONE,0,FALSE,113,NIGHT,FALSE,FALSE
APP_0020027,2026-08-03 01:52:33,JNY_589068017,2,VIEW_STATION,USR_38133,SUBSCRIBER,ANDROID,4.1.6,5G,Mumbai,19.0806,72.8637,3.0,CCS2,TRUE,2,STN_MUM_01,1.0,STN_MUM_01,MALL,5,5,20.0,0,33.3,103.2,NONE,0,FALSE,196,NIGHT,FALSE,FALSE
APP_0011996,2026-08-03 02:36:46,JNY_229841434,1,SEARCH,USR_18209,FREE,ANDROID,4.1.6,4G,Bengaluru,12.9928,77.5554,15.0,ANY,TRUE,1,STN_BLR_01,6.0,NONE,NONE,4,4,14.0,0,26.5,81.5,NONE,0,FALSE,159,NIGHT,FALSE,FALSE
APP_0011997,2026-08-03 02:37:39,JNY_229841434,2,VIEW_STATION,USR_18209,FREE,ANDROID,4.1.6,4G,Bengaluru,13.016,77.6081,15.0,ANY,TRUE,1,STN_BLR_01,6.0,STN_BLR_01,OFFICE,4,4,14.0,0,26.5,81.5,NONE,0,FALSE,391,NIGHT,FALSE,FALSE
APP_0011998,2026-08-03 02:38:37,JNY_229841434,3,NAVIGATE,USR_18209,FREE,ANDROID,4.1.6,4G,Bengaluru,12.9543,77.6121,15.0,ANY,TRUE,1,STN_BLR_01,6.0,STN_BLR_01,OFFICE,4,4,14.0,0,26.5,81.5,NONE,0,FALSE,109,NIGHT,FALSE,FALSE
APP_0004882,2026-08-03 02:38:59,JNY_929792534,1,SEARCH,USR_93230,FREE,IOS,4.2.1,5G,Delhi,28.7016,77.1243,15.0,TYPE2_AC,FALSE,1,STN_DEL_03,3.8,NONE,NONE,5,5,21.0,0,36.1,131.2,NONE,0,FALSE,156,NIGHT,FALSE,FALSE
APP_0004883,2026-08-03 02:39:25,JNY_929792534,2,VIEW_STATION,USR_93230,FREE,IOS,4.2.1,5G,Delhi,28.6993,77.1012,15.0,TYPE2_AC,FALSE,1,STN_DEL_03,3.8,STN_DEL_03,HIGHWAY,4,5,21.0,0,36.1,131.2,NONE,0,FALSE,382,NIGHT,FALSE,FALSE
APP_0004884,2026-08-03 02:40:52,JNY_929792534,3,NAVIGATE,USR_93230,FREE,IOS,4.2.1,5G,Delhi,28.7108,77.1081,15.0,TYPE2_AC,FALSE,1,STN_DEL_03,3.8,STN_DEL_03,HIGHWAY,4,5,21.0,0,36.1,131.2,NONE,0,FALSE,143,NIGHT,FALSE,FALSE
APP_0027292,2026-08-03 02:42:00,JNY_423330597,1,SEARCH,USR_51822,SUBSCRIBER,ANDROID,4.2.1,4G,Mumbai,15.5941,77.2115,5.0,TYPE2_AC,TRUE,0,NONE,0.0,NONE,NONE,0,0,0.0,0,30.6,105.8,NONE,0,FALSE,493,NIGHT,FALSE,TRUE
APP_0011999,2026-08-03 02:43:21,JNY_229841434,4,START_CHARGE,USR_18209,FREE,ANDROID,4.1.6,4G,Bengaluru,12.9317,77.5897,15.0,ANY,TRUE,1,STN_BLR_01,6.0,STN_BLR_01,OFFICE,4,4,14.0,0,26.5,81.5,NONE,0,TRUE,565,NIGHT,FALSE,FALSE
APP_0024968,2026-08-03 02:52:03,JNY_361577386,1,SEARCH,USR_64303,SUBSCRIBER,IOS,4.2.0,4G,Mumbai,19.0896,72.9211,15.0,TYPE2_AC,TRUE,2,STN_MUM_01,2.7,NONE,NONE,4,5,20.0,0,33.7,97.2,NONE,0,FALSE,296,NIGHT,FALSE,FALSE
APP_0024969,2026-08-03 02:52:27,JNY_361577386,2,VIEW_STATION,USR_64303,SUBSCRIBER,IOS,4.2.0,4G,Mumbai,19.0887,72.8887,15.0,TYPE2_AC,TRUE,2,STN_MUM_01,2.7,STN_MUM_01,MALL,5,5,20.0,0,33.7,97.2,NONE,0,FALSE,73,NIGHT,FALSE,FALSE
APP_0027520,2026-08-03 03:05:44,JNY_831137959,1,SEARCH,USR_36547,FREE,ANDROID,4.2.0,4G,Bengaluru,12.9759,77.578,25.0,CCS2,FALSE,1,STN_BLR_01,13.7,NONE,NONE,4,4,14.0,0,31.1,109.3,NONE,0,FALSE,148,NIGHT,FALSE,FALSE
APP_0027521,2026-08-03 03:06:11,JNY_831137959,2,VIEW_STATION,USR_36547,FREE,ANDROID,4.2.0,4G,Bengaluru,12.9695,77.5993,25.0,CCS2,FALSE,1,STN_BLR_01,13.7,STN_BLR_01,OFFICE,4,4,14.0,1,31.1,109.3,NONE,0,FALSE,225,NIGHT,FALSE,FALSE
APP_0027522,2026-08-03 03:07:22,JNY_831137959,3,NAVIGATE,USR_36547,FREE,ANDROID,4.2.0,4G,Bengaluru,12.9938,77.5996,25.0,CCS2,FALSE,1,STN_BLR_01,13.7,STN_BLR_01,OFFICE,4,4,14.0,1,31.1,109.3,NONE,0,FALSE,320,NIGHT,FALSE,FALSE
APP_0013183,2026-08-03 03:10:24,JNY_460340089,1,SEARCH,USR_23121,SUBSCRIBER,ANDROID,4.2.0,5G,Gurugram,28.4885,77.0054,5.0,TYPE2_AC,FALSE,2,STN_GGN_01,1.9,NONE,NONE,4,4,14.0,0,17.2,68.0,NONE,0,FALSE,250,NIGHT,FALSE,FALSE
APP_0013184,2026-08-03 03:11:33,JNY_460340089,2,VIEW_STATION,USR_23121,SUBSCRIBER,ANDROID,4.2.0,5G,Gurugram,28.4717,77.0112,5.0,TYPE2_AC,FALSE,2,STN_GGN_01,1.9,STN_GGN_01,OFFICE,4,4,14.0,0,17.2,68.0,NONE,0,FALSE,160,NIGHT,FALSE,FALSE
APP_0007602,2026-08-03 03:13:11,JNY_956929566,1,SEARCH,USR_37816,SUBSCRIBER,ANDROID,4.1.6,5G,Gurugram,28.4905,77.0104,10.0,ANY,TRUE,2,STN_GGN_01,5.5,NONE,NONE,4,4,14.0,4,34.4,129.5,NONE,0,FALSE,250,NIGHT,FALSE,FALSE
APP_0013185,2026-08-03 03:13:18,JNY_460340089,3,NAVIGATE,USR_23121,SUBSCRIBER,ANDROID,4.2.0,5G,Gurugram,28.4834,77.0612,5.0,TYPE2_AC,FALSE,2,STN_GGN_01,1.9,STN_GGN_01,OFFICE,4,4,14.0,0,17.2,68.0,NONE,0,FALSE,165,NIGHT,FALSE,FALSE
APP_0007603,2026-08-03 03:14:16,JNY_956929566,2,VIEW_STATION,USR_37816,SUBSCRIBER,ANDROID,4.1.6,5G,Gurugram,28.4334,77.0435,10.0,ANY,TRUE,2,STN_GGN_01,5.5,STN_GGN_01,OFFICE,4,4,14.0,0,34.4,129.5,NONE,0,FALSE,294,NIGHT,FALSE,FALSE
APP_0027523,2026-08-03 03:16:22,JNY_831137959,4,ABANDON,USR_36547,FREE,ANDROID,4.2.0,4G,Bengaluru,12.9418,77.5929,25.0,CCS2,FALSE,1,STN_BLR_01,13.7,STN_BLR_01,OFFICE,4,4,14.0,1,31.1,109.3,NONE,0,FALSE,234,NIGHT,FALSE,TRUE
APP_0013186,2026-08-03 03:25:18,JNY_460340089,4,ABANDON,USR_23121,SUBSCRIBER,ANDROID,4.2.0,5G,Gurugram,28.3846,77.0238,5.0,TYPE2_AC,FALSE,2,STN_GGN_01,1.9,STN_GGN_01,OFFICE,4,4,14.0,0,17.2,68.0,NONE,0,FALSE,343,NIGHT,FALSE,TRUE
APP_0004885,2026-08-03 03:27:26,JNY_929792534,4,START_CHARGE,USR_93230,FREE,IOS,4.2.1,5G,Delhi,28.7171,77.1039,15.0,TYPE2_AC,FALSE,1,STN_DEL_03,3.8,STN_DEL_03,HIGHWAY,4,5,21.0,0,36.1,131.2,NONE,0,TRUE,323,NIGHT,FALSE,FALSE
APP_0008919,2026-08-03 03:31:45,JNY_825021163,1,SEARCH,USR_64128,FREE,ANDROID,4.1.6,WIFI,Delhi,28.5895,77.2291,10.0,TYPE2_AC,TRUE,3,STN_DEL_01,1.8,NONE,NONE,5,5,19.5,3,28.9,114.2,NONE,0,FALSE,388,NIGHT,FALSE,FALSE
APP_0008920,2026-08-03 03:31:59,JNY_825021163,2,VIEW_STATION,USR_64128,FREE,ANDROID,4.1.6,WIFI,Delhi,28.5971,77.2348,10.0,TYPE2_AC,TRUE,3,STN_DEL_01,1.8,STN_DEL_01,MALL,5,5,19.5,0,28.9,114.2,NONE,0,FALSE,194,NIGHT,FALSE,FALSE
APP_0008921,2026-08-03 03:32:40,JNY_825021163,3,NAVIGATE,USR_64128,FREE,ANDROID,4.1.6,WIFI,Delhi,28.6033,77.1989,10.0,TYPE2_AC,TRUE,3,STN_DEL_01,1.8,STN_DEL_01,MALL,5,5,19.5,0,28.9,114.2,NONE,0,FALSE,197,NIGHT,FALSE,FALSE
APP_0013301,2026-08-03 03:37:40,JNY_860216608,1,SEARCH,USR_45115,SUBSCRIBER,ANDROID,4.1.6,5G,Mumbai,19.1212,72.8544,3.0,TYPE2_AC,TRUE,1,STN_MUM_02,0.9,NONE,NONE,4,4,12.0,0,36.1,140.7,NONE,0,FALSE,804,NIGHT,FALSE,FALSE
APP_0013302,2026-08-03 03:37:56,JNY_860216608,2,VIEW_STATION,USR_45115,SUBSCRIBER,ANDROID,4.1.6,5G,Mumbai,19.1066,72.8726,3.0,TYPE2_AC,TRUE,1,STN_MUM_02,0.9,STN_MUM_02,RESIDENTIAL,3,4,12.0,1,36.1,140.7,NONE,0,FALSE,314,NIGHT,FALSE,FALSE
APP_0003548,2026-08-03 03:41:35,JNY_881129291,1,SEARCH,USR_60100,FREE,ANDROID,4.2.1,WIFI,Gurugram,28.4295,77.0268,3.0,CCS2,TRUE,1,STN_GGN_01,1.4,NONE,NONE,4,4,14.0,0,53.0,179.3,NONE,0,FALSE,213,NIGHT,FALSE,FALSE
APP_0003549,2026-08-03 03:42:42,JNY_881129291,2,VIEW_STATION,USR_60100,FREE,ANDROID,4.2.1,WIFI,Gurugram,28.4735,77.0106,3.0,CCS2,TRUE,1,STN_GGN_01,1.4,STN_GGN_01,OFFICE,4,4,14.0,4,53.0,179.3,NONE,0,FALSE,243,NIGHT,FALSE,FALSE
APP_0003550,2026-08-03 03:43:43,JNY_881129291,3,NAVIGATE,USR_60100,FREE,ANDROID,4.2.1,WIFI,Gurugram,28.4611,77.0712,3.0,CCS2,TRUE,1,STN_GGN_01,1.4,STN_GGN_01,OFFICE,4,4,14.0,4,53.0,179.3,NONE,0,FALSE,164,NIGHT,FALSE,FALSE
APP_0024374,2026-08-03 03:48:37,JNY_158173782,1,SEARCH,USR_25908,FREE,ANDROID,3.9.8,4G,Mumbai,19.1389,72.8433,25.0,ANY,TRUE,2,STN_MUM_02,4.6,NONE,NONE,3,4,12.0,0,26.1,103.0,NONE,0,FALSE,491,NIGHT,FALSE,FALSE
APP_0024375,2026-08-03 03:49:04,JNY_158173782,2,VIEW_STATION,USR_25908,FREE,ANDROID,3.9.8,4G,Mumbai,19.1331,72.8861,25.0,ANY,TRUE,2,STN_MUM_02,4.6,STN_MUM_02,RESIDENTIAL,3,4,12.0,0,26.1,103.0,NONE,0,FALSE,535,NIGHT,FALSE,FALSE
APP_0024376,2026-08-03 03:50:58,JNY_158173782,3,NAVIGATE,USR_25908,FREE,ANDROID,3.9.8,4G,Mumbai,19.1234,72.8892,25.0,ANY,TRUE,2,STN_MUM_02,4.6,STN_MUM_02,RESIDENTIAL,3,4,12.0,0,26.1,103.0,NONE,0,FALSE,202,NIGHT,FALSE,FALSE
APP_0024377,2026-08-03 03:51:17,JNY_158173782,4,RESERVE,USR_25908,FREE,ANDROID,3.9.8,4G,Mumbai,19.1037,72.8981,25.0,ANY,TRUE,2,STN_MUM_02,4.6,STN_MUM_02,RESIDENTIAL,3,4,12.0,0,26.1,103.0,RSV_1091960,20,FALSE,567,NIGHT,FALSE,FALSE
APP_0030905,2026-08-03 03:55:42,JNY_958511985,1,SEARCH,USR_34784,FREE,ANDROID,4.2.0,4G,Delhi,28.6239,77.196,15.0,CCS2,FALSE,2,STN_DEL_01,9.5,NONE,NONE,5,5,19.5,0,18.5,55.9,NONE,0,FALSE,341,NIGHT,FALSE,FALSE
APP_0030906,2026-08-03 03:56:47,JNY_958511985,2,VIEW_STATION,USR_34784,FREE,ANDROID,4.2.0,4G,Delhi,28.6035,77.2012,15.0,CCS2,FALSE,2,STN_DEL_01,9.5,STN_DEL_02,OFFICE,4,4,14.0,0,18.5,55.9,NONE,0,FALSE,99,NIGHT,FALSE,FALSE
APP_0030907,2026-08-03 03:57:06,JNY_958511985,3,NAVIGATE,USR_34784,FREE,ANDROID,4.2.0,4G,Delhi,28.5981,77.2199,15.0,CCS2,FALSE,2,STN_DEL_01,9.5,STN_DEL_02,OFFICE,4,4,14.0,0,18.5,55.9,NONE,0,FALSE,502,NIGHT,FALSE,FALSE
APP_0030908,2026-08-03 04:02:54,JNY_958511985,4,START_CHARGE,USR_34784,FREE,ANDROID,4.2.0,4G,Delhi,28.5907,77.2427,15.0,CCS2,FALSE,2,STN_DEL_01,9.5,STN_DEL_02,OFFICE,4,4,14.0,0,18.5,55.9,NONE,0,TRUE,308,NIGHT,FALSE,FALSE
APP_0011054,2026-08-03 04:04:36,JNY_397613923,1,SEARCH,USR_69931,SUBSCRIBER,ANDROID,4.1.6,4G,Delhi,28.5356,77.3879,5.0,CCS2,FALSE,3,STN_DEL_02,1.7,NONE,NONE,4,4,14.0,0,45.9,167.5,NONE,0,FALSE,200,NIGHT,FALSE,FALSE
APP_0011055,2026-08-03 04:05:44,JNY_397613923,2,VIEW_STATION,USR_69931,SUBSCRIBER,ANDROID,4.1.6,4G,Delhi,28.576,77.3968,5.0,CCS2,FALSE,3,STN_DEL_02,1.7,STN_DEL_02,OFFICE,4,4,14.0,0,45.9,167.5,NONE,0,FALSE,246,NIGHT,FALSE,FALSE
APP_0024378,2026-08-03 04:08:37,JNY_158173782,5,START_CHARGE,USR_25908,FREE,ANDROID,3.9.8,4G,Mumbai,19.1422,72.893,25.0,ANY,TRUE,2,STN_MUM_02,4.6,STN_MUM_02,RESIDENTIAL,3,4,12.0,0,26.1,103.0,RSV_1091960,20,TRUE,241,NIGHT,FALSE,FALSE
APP_0012102,2026-08-03 04:09:52,JNY_296165173,1,SEARCH,USR_89783,SUBSCRIBER,ANDROID,4.2.0,4G,Delhi,28.5946,77.2203,5.0,CCS2,TRUE,2,STN_DEL_01,0.8,NONE,NONE,5,5,19.5,0,32.4,112.2,NONE,0,FALSE,467,NIGHT,FALSE,FALSE
APP_0005877,2026-08-03 04:11:05,JNY_464489271,1,SEARCH,USR_42948,FREE,ANDROID,4.2.1,5G,Jaipur,26.9537,75.7733,10.0,CHAdeMO,FALSE,2,STN_JPR_01,5.4,NONE,NONE,4,5,18.5,3,33.5,136.8,NONE,0,FALSE,442,NIGHT,FALSE,FALSE
APP_0005878,2026-08-03 04:12:05,JNY_464489271,2,VIEW_STATION,USR_42948,FREE,ANDROID,4.2.1,5G,Jaipur,26.9296,75.768,10.0,CHAdeMO,FALSE,2,STN_JPR_01,5.4,STN_JPR_01,MALL,5,5,18.5,0,33.5,136.8,NONE,0,FALSE,1337,NIGHT,FALSE,FALSE
APP_0005879,2026-08-03 04:12:52,JNY_464489271,3,NAVIGATE,USR_42948,FREE,ANDROID,4.2.1,5G,Jaipur,26.9136,75.7931,10.0,CHAdeMO,FALSE,2,STN_JPR_01,5.4,STN_JPR_01,MALL,5,5,18.5,0,33.5,136.8,NONE,0,FALSE,285,NIGHT,FALSE,FALSE
APP_0005643,2026-08-03 04:13:22,JNY_935060545,1,SEARCH,USR_50945,FREE,ANDROID,4.2.1,5G,Delhi,28.5286,77.4029,3.0,CCS2,TRUE,2,STN_DEL_02,0.5,NONE,NONE,4,4,14.0,0,47.5,145.0,NONE,0,FALSE,308,NIGHT,FALSE,FALSE
APP_0005880,2026-08-03 04:29:52,JNY_464489271,4,ABANDON,USR_42948,FREE,ANDROID,4.2.1,5G,Jaipur,26.9232,75.7786,10.0,CHAdeMO,FALSE,2,STN_JPR_01,5.4,STN_JPR_01,MALL,5,5,18.5,0,33.5,136.8,NONE,0,FALSE,261,NIGHT,FALSE,TRUE
APP_0031138,2026-08-03 04:38:48,JNY_238246313,1,SEARCH,USR_29473,FREE,ANDROID,4.2.1,5G,Delhi,28.6735,77.1151,5.0,ANY,TRUE,3,STN_DEL_03,2.3,NONE,NONE,4,5,21.0,0,40.2,160.2,NONE,0,FALSE,629,NIGHT,FALSE,FALSE
APP_0031139,2026-08-03 04:39:11,JNY_238246313,2,VIEW_STATION,USR_29473,FREE,ANDROID,4.2.1,5G,Delhi,28.7079,77.107,5.0,ANY,TRUE,3,STN_DEL_03,2.3,STN_DEL_03,HIGHWAY,5,5,21.0,0,40.2,160.2,NONE,0,FALSE,461,NIGHT,FALSE,FALSE
APP_0001796,2026-08-03 04:39:28,JNY_976666382,1,SEARCH,USR_99889,FREE,ANDROID,4.2.1,4G,Mumbai,19.1406,72.8647,15.0,CCS2,TRUE,2,STN_MUM_02,4.5,NONE,NONE,3,4,12.0,0,36.6,149.4,NONE,0,FALSE,450,NIGHT,FALSE,FALSE
APP_0002216,2026-08-03 04:40:16,JNY_560064426,1,SEARCH,USR_18555,FREE,ANDROID,4.2.1,5G,Delhi,28.5309,77.3841,15.0,CCS2,FALSE,1,STN_DEL_02,11.1,NONE,NONE,4,4,14.0,0,30.5,106.4,NONE,0,FALSE,1032,NIGHT,FALSE,FALSE
APP_0001797,2026-08-03 04:40:31,JNY_976666382,2,VIEW_STATION,USR_99889,FREE,ANDROID,4.2.1,4G,Mumbai,19.1196,72.8541,15.0,CCS2,TRUE,2,STN_MUM_02,4.5,STN_MUM_02,RESIDENTIAL,4,4,12.0,3,36.6,149.4,NONE,0,FALSE,94,NIGHT,FALSE,FALSE
APP_0002217,2026-08-03 04:41:08,JNY_560064426,2,VIEW_STATION,USR_18555,FREE,ANDROID,4.2.1,5G,Delhi,28.5349,77.373,15.0,CCS2,FALSE,1,STN_DEL_02,11.1,STN_DEL_02,OFFICE,4,4,14.0,0,30.5,106.4,NONE,0,FALSE,253,NIGHT,FALSE,FALSE
APP_0002218,2026-08-03 04:41:23,JNY_560064426,3,NAVIGATE,USR_18555,FREE,ANDROID,4.2.1,5G,Delhi,28.5365,77.365,15.0,CCS2,FALSE,1,STN_DEL_02,11.1,STN_DEL_02,OFFICE,4,4,14.0,0,30.5,106.4,NONE,0,FALSE,94,NIGHT,FALSE,FALSE
APP_0001798,2026-08-03 04:41:55,JNY_976666382,3,NAVIGATE,USR_99889,FREE,ANDROID,4.2.1,4G,Mumbai,19.143,72.9043,15.0,CCS2,TRUE,2,STN_MUM_02,4.5,STN_MUM_02,RESIDENTIAL,4,4,12.0,3,36.6,149.4,NONE,0,FALSE,119,NIGHT,FALSE,FALSE
APP_0002219,2026-08-03 04:55:00,JNY_560064426,4,START_CHARGE,USR_18555,FREE,ANDROID,4.2.1,5G,Delhi,28.5235,77.3607,15.0,CCS2,FALSE,1,STN_DEL_02,11.1,STN_DEL_02,OFFICE,4,4,14.0,0,30.5,106.4,NONE,0,TRUE,145,NIGHT,FALSE,FALSE
APP_0001799,2026-08-03 04:56:55,JNY_976666382,4,ABANDON,USR_99889,FREE,ANDROID,4.2.1,4G,Mumbai,19.1161,72.8709,15.0,CCS2,TRUE,2,STN_MUM_02,4.5,STN_MUM_02,RESIDENTIAL,4,4,12.0,3,36.6,149.4,NONE,0,FALSE,93,NIGHT,FALSE,TRUE
APP_0001730,2026-08-03 04:59:03,JNY_199262394,1,SEARCH,USR_12624,FREE,ANDROID,4.2.1,4G,Delhi,28.5272,77.3984,3.0,CCS2,FALSE,2,STN_DEL_02,1.6,NONE,NONE,4,4,14.0,0,47.3,165.6,NONE,0,FALSE,268,NIGHT,FALSE,FALSE
APP_0027501,2026-08-03 05:04:25,JNY_572521034,1,SEARCH,USR_99661,FREE,IOS,4.2.0,5G,Mumbai,19.096,72.8566,5.0,CCS2,FALSE,1,STN_MUM_01,4.5,NONE,NONE,3,5,20.0,0,62.6,198.9,NONE,0,FALSE,140,NIGHT,FALSE,FALSE
APP_0027502,2026-08-03 05:04:55,JNY_572521034,2,VIEW_STATION,USR_99661,FREE,IOS,4.2.0,5G,Mumbai,19.0682,72.8889,5.0,CCS2,FALSE,1,STN_MUM_01,4.5,STN_MUM_01,MALL,4,5,20.0,0,62.6,198.9,NONE,0,FALSE,556,NIGHT,FALSE,FALSE
APP_0030696,2026-08-03 05:10:04,JNY_543922807,1,SEARCH,USR_95798,FREE,ANDROID,3.9.8,5G,Jaipur,26.8818,75.8287,10.0,ANY,TRUE,2,STN_JPR_02,5.1,NONE,NONE,5,5,21.0,0,55.9,163.3,NONE,0,FALSE,205,NIGHT,FALSE,FALSE
APP_0030697,2026-08-03 05:10:34,JNY_543922807,2,VIEW_STATION,USR_95798,FREE,ANDROID,3.9.8,5G,Jaipur,26.8669,75.799,10.0,ANY,TRUE,2,STN_JPR_02,5.1,STN_JPR_02,HIGHWAY,2,5,21.0,7,55.9,163.3,NONE,0,FALSE,209,NIGHT,FALSE,FALSE
APP_0030698,2026-08-03 05:12:05,JNY_543922807,3,NAVIGATE,USR_95798,FREE,ANDROID,3.9.8,5G,Jaipur,26.8251,75.8148,10.0,ANY,TRUE,2,STN_JPR_02,5.1,STN_JPR_02,HIGHWAY,2,5,21.0,7,55.9,163.3,NONE,0,FALSE,295,NIGHT,FALSE,FALSE
APP_0009928,2026-08-03 05:13:35,JNY_346296957,1,SEARCH,USR_52403,FREE,ANDROID,4.2.1,5G,Jaipur,26.8554,75.7925,5.0,CCS2,FALSE,2,STN_JPR_02,1.3,NONE,NONE,4,5,21.0,0,50.6,196.9,NONE,0,FALSE,256,NIGHT,FALSE,FALSE
