event_time,selected_site_id,city,site_category,day_part,is_weekend,total_bays,operational_bays,occupied_bays,available_bays,active_chargers,queue_length,utilization_pct,estimated_wait_min,average_session_duration_min,price_per_kwh,is_fast_charger_site,incident_flag,incident_type
2026-08-03 00:30:00,STN_DEL_02,Delhi,OFFICE,NIGHT,False,4,4,2,2,2,0,50.0,0.0,37.89,13.86,False,False,NONE
2026-08-03 00:30:00,STN_DEL_03,Delhi,HIGHWAY,NIGHT,False,5,5,3,2,2,0,60.0,0.04,38.66,20.92,True,False,NONE
2026-08-03 00:30:00,STN_GGN_01,Gurugram,OFFICE,NIGHT,False,4,4,1,3,3,0,25.0,0.0,41.05,13.92,False,False,NONE
2026-08-03 00:30:00,STN_GGN_02,Gurugram,MALL,NIGHT,False,5,5,2,3,3,0,40.0,0.11,29.92,19.54,True,False,NONE
2026-08-03 00:30:00,STN_JPR_01,Jaipur,MALL,NIGHT,False,5,5,3,2,2,1,60.0,5.13,29.19,18.55,True,False,NONE
2026-08-03 00:30:00,STN_JPR_02,Jaipur,HIGHWAY,NIGHT,False,5,5,2,3,3,0,40.0,0.0,36.59,20.82,True,False,NONE
2026-08-03 00:30:00,STN_MUM_01,Mumbai,MALL,NIGHT,False,5,5,3,2,2,0,60.0,0.0,30.32,19.72,True,False,NONE
2026-08-03 00:30:00,STN_MUM_02,Mumbai,RESIDENTIAL,NIGHT,False,4,4,2,2,2,0,50.0,2.2,28.03,12.28,False,False,NONE
2026-08-03 00:35:00,STN_BLR_01,Bengaluru,OFFICE,NIGHT,False,4,4,2,2,2,0,50.0,0.0,41.94,13.97,False,False,NONE
2026-08-03 00:35:00,STN_DEL_01,Delhi,MALL,NIGHT,False,5,5,2,3,3,0,40.0,0.0,31.74,19.46,True,False,NONE
2026-08-03 00:35:00,STN_DEL_02,Delhi,OFFICE,NIGHT,False,4,4,2,2,2,0,50.0,1.22,39.08,14.02,False,False,NONE
2026-08-03 00:35:00,STN_DEL_03,Delhi,HIGHWAY,NIGHT,False,5,5,3,2,2,1,60.0,8.44,42.8,21.35,True,False,NONE
2026-08-03 00:35:00,STN_GGN_01,Gurugram,OFFICE,NIGHT,False,4,4,1,3,3,0,25.0,1.43,35.46,14.03,False,False,NONE
2026-08-03 00:35:00,STN_GGN_02,Gurugram,MALL,NIGHT,False,5,5,2,3,3,0,40.0,0.0,32.87,19.43,True,False,NONE
2026-08-03 00:35:00,STN_JPR_01,Jaipur,MALL,NIGHT,False,5,5,3,2,2,0,60.0,0.0,31.8,18.52,True,False,NONE
2026-08-03 00:35:00,STN_JPR_02,Jaipur,HIGHWAY,NIGHT,False,5,5,2,3,3,0,40.0,0.36,42.44,20.94,True,False,NONE
2026-08-03 00:35:00,STN_MUM_01,Mumbai,MALL,NIGHT,False,5,5,3,2,2,0,60.0,1.04,29.05,19.95,True,False,NONE
2026-08-03 00:35:00,STN_MUM_02,Mumbai,RESIDENTIAL,NIGHT,False,4,4,2,2,2,0,50.0,0.7,32.34,12.17,False,False,NONE
2026-08-03 00:40:00,STN_BLR_01,Bengaluru,OFFICE,NIGHT,False,4,4,1,3,3,0,25.0,0.99,39.0,13.97,False,False,NONE
2026-08-03 00:40:00,STN_DEL_01,Delhi,MALL,NIGHT,False,5,5,2,3,3,0,40.0,0.94,29.74,19.47,True,False,NONE
2026-08-03 00:40:00,STN_DEL_02,Delhi,OFFICE,NIGHT,False,4,4,2,2,2,0,50.0,0.0,39.67,13.99,False,False,NONE
2026-08-03 00:40:00,STN_DEL_03,Delhi,HIGHWAY,NIGHT,False,5,5,3,2,2,0,60.0,0.0,43.61,20.83,True,False,NONE
2026-08-03 00:40:00,STN_GGN_01,Gurugram,OFFICE,NIGHT,False,4,4,1,3,3,0,25.0,1.39,38.71,14.07,False,False,NONE
2026-08-03 00:40:00,STN_GGN_02,Gurugram,MALL,NIGHT,False,5,5,2,3,3,0,40.0,1.94,32.79,19.18,True,False,NONE
2026-08-03 00:40:00,STN_JPR_01,Jaipur,MALL,NIGHT,False,5,5,3,2,2,0,60.0,0.44,34.83,18.63,True,False,NONE
2026-08-03 00:40:00,STN_JPR_02,Jaipur,HIGHWAY,NIGHT,False,5,5,2,3,3,0,40.0,0.28,42.59,21.05,True,False,NONE
2026-08-03 00:40:00,STN_MUM_01,Mumbai,MALL,NIGHT,False,5,5,3,2,2,0,60.0,1.2,32.74,19.83,True,False,NONE
2026-08-03 00:40:00,STN_MUM_02,Mumbai,RESIDENTIAL,NIGHT,False,4,4,2,2,2,0,50.0,0.24,28.52,12.08,False,False,NONE
2026-08-03 00:45:00,STN_BLR_01,Bengaluru,OFFICE,NIGHT,False,4,4,2,2,2,0,50.0,0.66,39.92,14.26,False,False,NONE
2026-08-03 00:45:00,STN_DEL_01,Delhi,MALL,NIGHT,False,5,5,2,3,3,0,40.0,0.13,31.12,19.7,True,False,NONE
2026-08-03 00:45:00,STN_DEL_02,Delhi,OFFICE,NIGHT,False,4,4,1,3,3,0,25.0,0.53,36.19,14.06,False,False,NONE
2026-08-03 00:45:00,STN_DEL_03,Delhi,HIGHWAY,NIGHT,False,5,5,3,2,2,2,60.0,18.11,43.16,21.02,True,False,NONE
2026-08-03 00:45:00,STN_GGN_01,Gurugram,OFFICE,NIGHT,False,4,4,1,3,3,0,25.0,0.0,36.39,14.02,False,False,NONE
2026-08-03 00:45:00,STN_GGN_02,Gurugram,MALL,NIGHT,False,5,5,2,3,3,0,40.0,0.0,31.49,19.63,True,False,NONE
2026-08-03 00:45:00,STN_JPR_01,Jaipur,MALL,NIGHT,False,5,5,2,3,3,0,40.0,0.0,27.52,18.61,True,False,NONE
2026-08-03 00:45:00,STN_JPR_02,Jaipur,HIGHWAY,NIGHT,False,5,5,2,3,3,0,40.0,0.0,45.35,21.23,True,False,NONE
2026-08-03 00:45:00,STN_MUM_01,Mumbai,MALL,NIGHT,False,5,5,2,3,3,0,40.0,0.0,29.16,19.94,True,False,NONE
2026-08-03 00:45:00,STN_MUM_02,Mumbai,RESIDENTIAL,NIGHT,False,4,4,2,2,2,0,50.0,0.0,30.71,12.05,False,False,NONE
2026-08-03 00:50:00,STN_BLR_01,Bengaluru,OFFICE,NIGHT,False,4,4,1,3,3,0,25.0,0.0,36.62,13.88,False,False,NONE
2026-08-03 00:50:00,STN_DEL_01,Delhi,MALL,NIGHT,False,5,5,2,3,3,0,40.0,0.43,32.63,19.71,True,False,NONE
2026-08-03 00:50:00,STN_DEL_02,Delhi,OFFICE,NIGHT,False,4,4,1,3,3,0,25.0,1.34,37.24,14.04,False,False,NONE
2026-08-03 00:50:00,STN_DEL_03,Delhi,HIGHWAY,NIGHT,False,5,5,3,2,2,0,60.0,0.08,47.23,21.03,True,False,NONE
2026-08-03 00:50:00,STN_GGN_01,Gurugram,OFFICE,NIGHT,False,4,4,1,3,3,0,25.0,0.38,37.94,13.91,False,False,NONE
2026-08-03 00:50:00,STN_GGN_02,Gurugram,MALL,NIGHT,False,5,5,2,3,3,0,40.0,0.0,31.12,19.8,True,False,NONE
2026-08-03 00:50:00,STN_JPR_01,Jaipur,MALL,NIGHT,False,5,5,2,3,3,0,40.0,0.0,31.22,18.53,True,False,NONE
2026-08-03 00:50:00,STN_JPR_02,Jaipur,HIGHWAY,NIGHT,False,5,5,2,3,3,0,40.0,0.01,39.12,21.44,True,False,NONE
2026-08-03 00:50:00,STN_MUM_01,Mumbai,MALL,NIGHT,False,5,5,2,3,3,1,40.0,6.17,31.89,19.88,True,False,NONE
2026-08-03 00:50:00,STN_MUM_02,Mumbai,RESIDENTIAL,NIGHT,False,4,4,2,2,2,0,50.0,0.8,31.1,12.1,False,False,NONE
2026-08-03 00:55:00,STN_BLR_01,Bengaluru,OFFICE,NIGHT,False,4,4,1,3,3,0,25.0,1.12,37.3,13.79,False,False,NONE
2026-08-03 00:55:00,STN_DEL_01,Delhi,MALL,NIGHT,False,5,5,2,3,3,0,40.0,1.07,34.62,19.39,True,False,NONE
2026-08-03 00:55:00,STN_DEL_02,Delhi,OFFICE,NIGHT,False,4,4,1,3,3,2,25.0,18.92,36.72,13.83,False,False,NONE
2026-08-03 00:55:00,STN_DEL_03,Delhi,HIGHWAY,NIGHT,False,5,5,3,2,2,0,60.0,0.41,43.99,21.11,True,False,NONE
2026-08-03 00:55:00,STN_GGN_01,Gurugram,OFFICE,NIGHT,False,4,4,1,3,3,1,25.0,10.6,35.98,13.98,False,False,NONE
2026-08-03 00:55:00,STN_GGN_02,Gurugram,MALL,NIGHT,False,5,5,2,3,3,0,40.0,0.31,32.25,19.74,True,False,NONE
2026-08-03 00:55:00,STN_JPR_01,Jaipur,MALL,NIGHT,False,5,5,2,3,3,1,40.0,6.56,28.99,18.42,True,False,NONE
2026-08-03 00:55:00,STN_JPR_02,Jaipur,HIGHWAY,NIGHT,False,5,5,2,3,3,0,40.0,0.0,37.75,21.04,True,False,NONE
2026-08-03 00:55:00,STN_MUM_01,Mumbai,MALL,NIGHT,False,5,5,2,3,3,0,40.0,0.0,32.39,20.11,True,False,NONE
2026-08-03 00:55:00,STN_MUM_02,Mumbai,RESIDENTIAL,NIGHT,False,4,4,2,2,2,0,50.0,2.44,30.53,11.99,False,False,NONE
2026-08-03 01:00:00,STN_BLR_01,Bengaluru,OFFICE,NIGHT,False,4,4,1,3,3,0,25.0,0.0,35.16,13.99,False,False,NONE
2026-08-03 01:00:00,STN_DEL_01,Delhi,MALL,NIGHT,False,5,5,2,3,3,0,40.0,0.89,33.73,19.48,True,False,NONE
2026-08-03 01:00:00,STN_DEL_02,Delhi,OFFICE,NIGHT,False,4,4,1,3,3,0,25.0,0.0,34.7,14.03,False,False,NONE
2026-08-03 01:00:00,STN_DEL_03,Delhi,HIGHWAY,NIGHT,False,5,5,3,2,2,1,60.0,8.73,45.14,21.06,True,False,NONE
2026-08-03 01:00:00,STN_GGN_01,Gurugram,OFFICE,NIGHT,False,4,4,1,3,3,0,25.0,0.86,35.56,14.22,False,False,NONE
2026-08-03 01:00:00,STN_GGN_02,Gurugram,MALL,NIGHT,False,5,5,2,3,3,0,40.0,0.0,35.09,19.54,True,False,NONE
2026-08-03 01:00:00,STN_JPR_01,Jaipur,MALL,NIGHT,False,5,5,2,3,3,0,40.0,0.0,31.19,18.62,True,False,NONE
2026-08-03 01:00:00,STN_JPR_02,Jaipur,HIGHWAY,NIGHT,False,5,5,2,3,3,0,40.0,1.53,40.54,20.89,True,False,NONE
2026-08-03 01:00:00,STN_MUM_01,Mumbai,MALL,NIGHT,False,5,5,2,3,3,0,40.0,0.0,32.86,20.09,True,False,NONE
2026-08-03 01:00:00,STN_MUM_02,Mumbai,RESIDENTIAL,NIGHT,False,4,4,2,2,2,0,50.0,0.0,30.8,11.88,False,False,NONE
2026-08-03 01:05:00,STN_BLR_01,Bengaluru,OFFICE,NIGHT,False,4,4,1,3,3,0,25.0,0.0,41.31,14.0,False,False,NONE
2026-08-03 01:05:00,STN_DEL_01,Delhi,MALL,NIGHT,False,5,5,2,3,3,0,40.0,0.0,30.98,19.71,True,False,NONE
2026-08-03 01:05:00,STN_DEL_02,Delhi,OFFICE,NIGHT,False,4,4,1,3,3,0,25.0,0.0,43.81,13.78,False,False,NONE
2026-08-03 01:05:00,STN_DEL_03,Delhi,HIGHWAY,NIGHT,False,5,5,3,2,2,1,60.0,9.32,43.46,20.75,True,False,NONE
2026-08-03 01:05:00,STN_GGN_01,Gurugram,OFFICE,NIGHT,False,4,4,1,3,3,0,25.0,0.0,37.23,14.07,False,False,NONE
2026-08-03 01:05:00,STN_GGN_02,Gurugram,MALL,NIGHT,False,5,5,1,4,4,0,20.0,0.0,32.32,19.79,True,False,NONE
2026-08-03 01:05:00,STN_JPR_01,Jaipur,MALL,NIGHT,False,5,5,2,3,3,0,40.0,0.38,33.13,18.37,True,False,NONE
2026-08-03 01:05:00,STN_JPR_02,Jaipur,HIGHWAY,NIGHT,False,5,5,2,3,3,0,40.0,0.0,37.74,20.85,True,False,NONE
2026-08-03 01:05:00,STN_MUM_01,Mumbai,MALL,NIGHT,False,5,5,2,3,3,0,40.0,0.58,28.9,19.92,True,False,NONE
2026-08-03 01:05:00,STN_MUM_02,Mumbai,RESIDENTIAL,NIGHT,False,4,4,2,2,2,0,50.0,0.0,28.72,12.08,False,False,NONE
2026-08-03 01:10:00,STN_BLR_01,Bengaluru,OFFICE,NIGHT,False,4,4,1,3,3,0,25.0,0.0,38.88,14.09,False,False,NONE
2026-08-03 01:10:00,STN_DEL_01,Delhi,MALL,NIGHT,False,5,5,2,3,3,0,40.0,0.0,31.16,19.62,True,False,NONE
2026-08-03 01:10:00,STN_DEL_02,Delhi,OFFICE,NIGHT,False,4,4,1,3,3,1,25.0,10.5,37.44,13.75,False,False,NONE
2026-08-03 01:10:00,STN_DEL_03,Delhi,HIGHWAY,NIGHT,False,5,5,2,3,3,0,40.0,0.0,39.57,20.97,True,False,NONE
2026-08-03 01:10:00,STN_GGN_01,Gurugram,OFFICE,NIGHT,False,4,4,1,3,3,0,25.0,1.26,37.87,13.89,False,False,NONE
2026-08-03 01:10:00,STN_GGN_02,Gurugram,MALL,NIGHT,False,5,5,2,3,3,0,40.0,0.0,33.24,19.61,True,False,NONE
2026-08-03 01:10:00,STN_JPR_01,Jaipur,MALL,NIGHT,False,5,5,2,3,3,0,40.0,0.0,29.67,18.6,True,False,NONE
2026-08-03 01:10:00,STN_JPR_02,Jaipur,HIGHWAY,NIGHT,False,5,5,2,3,3,0,40.0,0.0,44.84,20.75,True,False,NONE
2026-08-03 01:10:00,STN_MUM_01,Mumbai,MALL,NIGHT,False,5,5,2,3,3,0,40.0,0.0,33.47,19.82,True,False,NONE
2026-08-03 01:10:00,STN_MUM_02,Mumbai,RESIDENTIAL,NIGHT,False,4,4,2,2,2,0,50.0,0.33,29.66,12.02,False,False,NONE
2026-08-03 01:15:00,STN_BLR_01,Bengaluru,OFFICE,NIGHT,False,4,4,1,3,3,0,25.0,1.2,32.88,14.13,False,False,NONE
2026-08-03 01:15:00,STN_DEL_01,Delhi,MALL,NIGHT,False,5,5,2,3,3,0,40.0,2.16,33.79,19.58,True,False,NONE
2026-08-03 01:15:00,STN_DEL_02,Delhi,OFFICE,NIGHT,False,4,4,1,3,3,0,25.0,0.0,37.32,14.23,False,False,NONE
2026-08-03 01:15:00,STN_DEL_03,Delhi,HIGHWAY,NIGHT,False,5,5,3,2,2,0,60.0,0.77,44.15,21.07,True,False,NONE
2026-08-03 01:15:00,STN_GGN_01,Gurugram,OFFICE,NIGHT,False,4,4,1,3,3,0,25.0,0.41,39.45,13.8,False,False,NONE
2026-08-03 01:15:00,STN_GGN_02,Gurugram,MALL,NIGHT,False,5,5,1,4,4,0,20.0,2.07,35.23,19.71,True,False,NONE
2026-08-03 01:15:00,STN_JPR_01,Jaipur,MALL,NIGHT,False,5,5,2,3,3,0,40.0,0.0,32.39,18.56,True,False,NONE
2026-08-03 01:15:00,STN_JPR_02,Jaipur,HIGHWAY,NIGHT,False,5,5,2,3,3,0,40.0,2.16,41.8,21.15,True,False,NONE
2026-08-03 01:15:00,STN_MUM_01,Mumbai,MALL,NIGHT,False,5,5,2,3,3,1,40.0,5.8,29.92,19.88,True,False,NONE
2026-08-03 01:15:00,STN_MUM_02,Mumbai,RESIDENTIAL,NIGHT,False,4,4,2,2,2,0,50.0,0.0,26.78,12.1,False,False,NONE
2026-08-03 01:20:00,STN_BLR_01,Bengaluru,OFFICE,NIGHT,False,4,4,1,3,3,0,25.0,0.0,36.07,14.04,False,False,NONE
2026-08-03 01:20:00,STN_DEL_01,Delhi,MALL,NIGHT,False,5,5,2,3,3,0,40.0,0.0,31.75,19.45,True,False,NONE
2026-08-03 01:20:00,STN_DEL_02,Delhi,OFFICE,NIGHT,False,4,4,1,3,3,0,25.0,0.0,38.58,13.93,False,False,NONE
2026-08-03 01:20:00,STN_DEL_03,Delhi,HIGHWAY,NIGHT,False,5,5,2,3,3,0,40.0,0.0,42.69,20.92,True,False,NONE
2026-08-03 01:20:00,STN_GGN_01,Gurugram,OFFICE,NIGHT,False,4,4,1,3,3,0,25.0,0.03,33.75,14.0,False,False,NONE
2026-08-03 01:20:00,STN_GGN_02,Gurugram,MALL,NIGHT,False,5,5,2,3,3,0,40.0,1.87,32.76,19.32,True,False,NONE
2026-08-03 01:20:00,STN_JPR_01,Jaipur,MALL,NIGHT,False,5,5,2,3,3,0,40.0,1.71,31.37,18.77,True,False,NONE
2026-08-03 01:20:00,STN_JPR_02,Jaipur,HIGHWAY,NIGHT,False,5,5,2,3,3,0,40.0,0.0,46.42,21.02,True,False,NONE
2026-08-03 01:20:00,STN_MUM_01,Mumbai,MALL,NIGHT,False,5,5,3,2,2,0,60.0,1.16,30.64,19.94,True,False,NONE
2026-08-03 01:20:00,STN_MUM_02,Mumbai,RESIDENTIAL,NIGHT,False,4,4,2,2,2,0,50.0,0.02,30.5,12.03,False,False,NONE
2026-08-03 01:25:00,STN_BLR_01,Bengaluru,OFFICE,NIGHT,False,4,4,1,3,3,1,25.0,8.61,34.71,14.01,False,False,NONE
2026-08-03 01:25:00,STN_DEL_01,Delhi,MALL,NIGHT,False,5,5,2,3,3,0,40.0,0.0,31.22,19.49,True,False,NONE
2026-08-03 01:25:00,STN_DEL_02,Delhi,OFFICE,NIGHT,False,4,4,1,3,3,1,25.0,6.07,33.69,14.0,False,False,NONE
2026-08-03 01:25:00,STN_DEL_03,Delhi,HIGHWAY,NIGHT,False,5,5,2,3,3,1,40.0,7.54,44.39,20.8,True,False,NONE
2026-08-03 01:25:00,STN_GGN_01,Gurugram,OFFICE,NIGHT,False,4,4,1,3,3,0,25.0,0.0,37.02,13.81,False,False,NONE
2026-08-03 01:25:00,STN_GGN_02,Gurugram,MALL,NIGHT,False,5,5,2,3,3,0,40.0,0.0,32.07,19.66,True,False,NONE
2026-08-03 01:25:00,STN_JPR_01,Jaipur,MALL,NIGHT,False,5,5,2,3,3,0,40.0,0.47,29.05,18.52,True,False,NONE
2026-08-03 01:25:00,STN_JPR_02,Jaipur,HIGHWAY,NIGHT,False,5,5,2,3,3,1,40.0,6.75,41.43,21.01,True,False,NONE
2026-08-03 01:25:00,STN_MUM_01,Mumbai,MALL,NIGHT,False,5,5,2,3,3,0,40.0,0.0,33.07,20.16,True,False,NONE
2026-08-03 01:25:00,STN_MUM_02,Mumbai,RESIDENTIAL,NIGHT,False,4,4,2,2,2,0,50.0,0.0,32.45,11.97,False,False,NONE
2026-08-03 01:30:00,STN_BLR_01,Bengaluru,OFFICE,NIGHT,False,4,4,1,3,3,0,25.0,2.26,37.62,13.98,False,False,NONE
2026-08-03 01:30:00,STN_DEL_01,Delhi,MALL,NIGHT,False,5,5,2,3,3,0,40.0,0.54,32.01,19.68,True,False,NONE
2026-08-03 01:30:00,STN_DEL_02,Delhi,OFFICE,NIGHT,False,4,4,1,3,3,0,25.0,0.0,35.38,14.11,False,False,NONE
2026-08-03 01:30:00,STN_DEL_03,Delhi,HIGHWAY,NIGHT,False,5,5,2,3,3,0,40.0,1.44,43.24,21.05,True,False,NONE
2026-08-03 01:30:00,STN_GGN_01,Gurugram,OFFICE,NIGHT,False,4,4,1,3,3,1,25.0,5.35,29.68,14.05,False,False,NONE
2026-08-03 01:30:00,STN_GGN_02,Gurugram,MALL,NIGHT,False,5,5,1,4,4,0,20.0,0.0,34.63,19.85,True,False,NONE
2026-08-03 01:30:00,STN_JPR_01,Jaipur,MALL,NIGHT,False,5,5,2,3,3,0,40.0,0.0,32.25,18.48,True,False,NONE
2026-08-03 01:30:00,STN_JPR_02,Jaipur,HIGHWAY,NIGHT,False,5,5,2,3,3,0,40.0,1.11,40.13,21.01,True,False,NONE
2026-08-03 01:30:00,STN_MUM_01,Mumbai,MALL,NIGHT,False,5,5,2,3,3,0,40.0,0.0,33.18,19.83,True,False,NONE
2026-08-03 01:30:00,STN_MUM_02,Mumbai,RESIDENTIAL,NIGHT,False,4,4,2,2,2,0,50.0,0.56,30.8,11.85,False,False,NONE
2026-08-03 01:35:00,STN_BLR_01,Bengaluru,OFFICE,NIGHT,False,4,4,1,3,3,0,25.0,0.0,39.44,14.04,False,False,NONE
2026-08-03 01:35:00,STN_DEL_01,Delhi,MALL,NIGHT,False,5,5,2,3,3,0,40.0,1.04,31.07,19.73,True,False,NONE
2026-08-03 01:35:00,STN_DEL_02,Delhi,OFFICE,NIGHT,False,4,4,1,3,3,0,25.0,0.92,38.8,14.01,False,False,NONE
2026-08-03 01:35:00,STN_DEL_03,Delhi,HIGHWAY,NIGHT,False,5,5,3,2,2,0,60.0,0.0,40.16,21.11,True,False,NONE
2026-08-03 01:35:00,STN_GGN_01,Gurugram,OFFICE,NIGHT,False,4,4,1,3,3,0,25.0,0.91,37.15,14.04,False,False,NONE
2026-08-03 01:35:00,STN_GGN_02,Gurugram,MALL,NIGHT,False,5,5,2,3,3,0,40.0,0.0,28.82,19.34,True,False,NONE
2026-08-03 01:35:00,STN_JPR_01,Jaipur,MALL,NIGHT,False,5,5,2,3,3,0,40.0,0.41,33.19,18.55,True,False,NONE
2026-08-03 01:35:00,STN_JPR_02,Jaipur,HIGHWAY,NIGHT,False,5,5,2,3,3,0,40.0,0.0,41.08,21.01,True,False,NONE
2026-08-03 01:35:00,STN_MUM_01,Mumbai,MALL,NIGHT,False,5,5,2,3,3,1,40.0,6.79,31.04,19.92,True,False,NONE
2026-08-03 01:35:00,STN_MUM_02,Mumbai,RESIDENTIAL,NIGHT,False,4,4,2,2,2,0,50.0,0.81,31.45,11.91,False,False,NONE
2026-08-03 01:40:00,STN_BLR_01,Bengaluru,OFFICE,NIGHT,False,4,4,1,3,3,0,25.0,0.0,36.26,13.94,False,False,NONE
2026-08-03 01:40:00,STN_DEL_01,Delhi,MALL,NIGHT,False,5,5,2,3,3,1,40.0,6.45,31.61,19.88,True,False,NONE
2026-08-03 01:40:00,STN_DEL_02,Delhi,OFFICE,NIGHT,False,4,4,1,3,3,0,25.0,0.14,38.94,14.05,False,False,NONE
2026-08-03 01:40:00,STN_DEL_03,Delhi,HIGHWAY,NIGHT,False,5,5,3,2,2,0,60.0,0.0,44.85,20.99,True,False,NONE
2026-08-03 01:40:00,STN_GGN_01,Gurugram,OFFICE,NIGHT,False,4,4,1,3,3,0,25.0,0.0,37.82,13.88,False,False,NONE
2026-08-03 01:40:00,STN_GGN_02,Gurugram,MALL,NIGHT,False,5,5,1,4,4,0,20.0,1.58,32.44,19.94,True,False,NONE
2026-08-03 01:40:00,STN_JPR_01,Jaipur,MALL,NIGHT,False,5,5,2,3,3,0,40.0,0.52,31.71,18.51,True,False,NONE
